model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3.5-9b	swe	stepfinder.e5	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e6	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e7	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e8	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e9	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e10	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e11	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e12	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e13	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e14	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e15	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e16	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e17	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e18	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e19	MISSING	0	44	0	0
qwen3.5-9b	swe	stepfinder.e20	MISSING	0	44	0	0
deepseek-8b	magentic	stepfinder.e1	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e2	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e3	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e4	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e5	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e6	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e7	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e8	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e9	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e10	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e11	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e12	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e13	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e14	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e15	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e16	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e17	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e18	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e19	MISSING	0	91	0	0
deepseek-8b	magentic	stepfinder.e20	MISSING	0	91	0	0
deepseek-8b	captain	stepfinder.e1	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e2	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e3	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e4	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e5	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e6	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e7	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e8	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e9	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e10	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e11	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e12	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e13	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e14	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e15	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e16	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e17	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e18	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e19	MISSING	0	85	0	0
deepseek-8b	captain	stepfinder.e20	MISSING	0	85	0	0
deepseek-8b	swe	stepfinder.e1	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e2	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e3	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e4	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e5	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e6	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e7	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e8	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e9	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e10	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e11	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e12	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e13	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e14	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e15	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e16	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e17	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e18	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e19	MISSING	0	44	0	0
deepseek-8b	swe	stepfinder.e20	MISSING	0	44	0	0
