seed	n_val	n_test	n_full	gt_in_prompt	stepfinder.s42_step@1_val	stepfinder.s42_step@1_test	stepfinder.s42_step@1_full	stepfinder.s42_agent@1_val	stepfinder.s42_agent@1_test	stepfinder.s42_agent@1_full	stepfinder.s43_step@1_val	stepfinder.s43_step@1_test	stepfinder.s43_step@1_full	stepfinder.s43_agent@1_val	stepfinder.s43_agent@1_test	stepfinder.s43_agent@1_full	stepfinder.s44_step@1_val	stepfinder.s44_step@1_test	stepfinder.s44_step@1_full	stepfinder.s44_agent@1_val	stepfinder.s44_agent@1_test	stepfinder.s44_agent@1_full	stepfinder.s45_step@1_val	stepfinder.s45_step@1_test	stepfinder.s45_step@1_full	stepfinder.s45_agent@1_val	stepfinder.s45_agent@1_test	stepfinder.s45_agent@1_full	stepfinder.s46_step@1_val	stepfinder.s46_step@1_test	stepfinder.s46_step@1_full	stepfinder.s46_agent@1_val	stepfinder.s46_agent@1_test	stepfinder.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	17	43	85	False	0.23529411764705882	0.11627906976744186	0.17647058823529413	0.5294117647058824	0.3953488372093023	0.4470588235294118	0.11764705882352941	0.20930232558139536	0.18823529411764706	0.5294117647058824	0.627906976744186	0.6	0.11764705882352941	0.13953488372093023	0.16470588235294117	0.5882352941176471	0.4186046511627907	0.4823529411764706	0.17647058823529413	0.13953488372093023	0.15294117647058825	0.5294117647058824	0.5116279069767442	0.5058823529411764	0.17647058823529413	0.11627906976744186	0.1411764705882353	0.7058823529411765	0.4883720930232558	0.5411764705882353	0.20930232558139536	0.627906976744186	0.18823529411764706	0.6
2	17	43	85	False	0.11764705882352941	0.18604651162790697	0.17647058823529413	0.23529411764705882	0.4883720930232558	0.4470588235294118	0.17647058823529413	0.13953488372093023	0.18823529411764706	0.7058823529411765	0.4418604651162791	0.6	0.11764705882352941	0.13953488372093023	0.16470588235294117	0.47058823529411764	0.4186046511627907	0.4823529411764706	0.11764705882352941	0.13953488372093023	0.15294117647058825	0.4117647058823529	0.46511627906976744	0.5058823529411764	0.17647058823529413	0.13953488372093023	0.1411764705882353	0.6470588235294118	0.4418604651162791	0.5411764705882353	0.18604651162790697	0.4883720930232558	0.18823529411764706	0.6
3	17	43	85	False	0.17647058823529413	0.20930232558139536	0.17647058823529413	0.5294117647058824	0.4883720930232558	0.4470588235294118	0.29411764705882354	0.18604651162790697	0.18823529411764706	0.6470588235294118	0.6046511627906976	0.6	0.058823529411764705	0.18604651162790697	0.16470588235294117	0.6470588235294118	0.4883720930232558	0.4823529411764706	0.23529411764705882	0.16279069767441862	0.15294117647058825	0.5294117647058824	0.5116279069767442	0.5058823529411764	0.23529411764705882	0.13953488372093023	0.1411764705882353	0.5294117647058824	0.5348837209302325	0.5411764705882353	0.20930232558139536	0.6046511627906976	0.18823529411764706	0.6
4	17	43	85	False	0.058823529411764705	0.11627906976744186	0.17647058823529413	0.35294117647058826	0.3488372093023256	0.4470588235294118	0.11764705882352941	0.16279069767441862	0.18823529411764706	0.47058823529411764	0.6046511627906976	0.6	0.35294117647058826	0.09302325581395349	0.16470588235294117	0.6470588235294118	0.4186046511627907	0.4823529411764706	0.11764705882352941	0.13953488372093023	0.15294117647058825	0.47058823529411764	0.5116279069767442	0.5058823529411764	0.17647058823529413	0.11627906976744186	0.1411764705882353	0.5294117647058824	0.5348837209302325	0.5411764705882353	0.16279069767441862	0.6046511627906976	0.18823529411764706	0.6
5	17	43	85	False	0.23529411764705882	0.11627906976744186	0.17647058823529413	0.5294117647058824	0.3953488372093023	0.4470588235294118	0.11764705882352941	0.16279069767441862	0.18823529411764706	0.5882352941176471	0.6046511627906976	0.6	0.29411764705882354	0.09302325581395349	0.16470588235294117	0.5882352941176471	0.46511627906976744	0.4823529411764706	0.29411764705882354	0.09302325581395349	0.15294117647058825	0.5882352941176471	0.4418604651162791	0.5058823529411764	0.17647058823529413	0.11627906976744186	0.1411764705882353	0.5294117647058824	0.5581395348837209	0.5411764705882353	0.16279069767441862	0.6046511627906976	0.18823529411764706	0.6
6	17	43	85	False	0.058823529411764705	0.18604651162790697	0.17647058823529413	0.35294117647058826	0.4883720930232558	0.4470588235294118	0.058823529411764705	0.23255813953488372	0.18823529411764706	0.5294117647058824	0.6046511627906976	0.6	0.058823529411764705	0.20930232558139536	0.16470588235294117	0.23529411764705882	0.5348837209302325	0.4823529411764706	0.11764705882352941	0.11627906976744186	0.15294117647058825	0.47058823529411764	0.4418604651162791	0.5058823529411764	0.0	0.13953488372093023	0.1411764705882353	0.35294117647058826	0.5581395348837209	0.5411764705882353	0.23255813953488372	0.6046511627906976	0.18823529411764706	0.6
7	17	43	85	False	0.0	0.23255813953488372	0.17647058823529413	0.23529411764705882	0.5348837209302325	0.4470588235294118	0.058823529411764705	0.2558139534883721	0.18823529411764706	0.6470588235294118	0.627906976744186	0.6	0.0	0.18604651162790697	0.16470588235294117	0.4117647058823529	0.5581395348837209	0.4823529411764706	0.0	0.18604651162790697	0.15294117647058825	0.47058823529411764	0.5813953488372093	0.5058823529411764	0.058823529411764705	0.23255813953488372	0.1411764705882353	0.5882352941176471	0.5813953488372093	0.5411764705882353	0.2558139534883721	0.627906976744186	0.18823529411764706	0.6
8	17	43	85	False	0.35294117647058826	0.13953488372093023	0.17647058823529413	0.6470588235294118	0.3488372093023256	0.4470588235294118	0.47058823529411764	0.09302325581395349	0.18823529411764706	0.8235294117647058	0.46511627906976744	0.6	0.23529411764705882	0.20930232558139536	0.16470588235294117	0.6470588235294118	0.46511627906976744	0.4823529411764706	0.11764705882352941	0.13953488372093023	0.15294117647058825	0.5882352941176471	0.4418604651162791	0.5058823529411764	0.29411764705882354	0.11627906976744186	0.1411764705882353	0.7058823529411765	0.46511627906976744	0.5411764705882353	0.20930232558139536	0.46511627906976744	0.18823529411764706	0.6
9	17	43	85	False	0.17647058823529413	0.23255813953488372	0.17647058823529413	0.35294117647058826	0.5813953488372093	0.4470588235294118	0.23529411764705882	0.20930232558139536	0.18823529411764706	0.6470588235294118	0.6046511627906976	0.6	0.17647058823529413	0.16279069767441862	0.16470588235294117	0.35294117647058826	0.5581395348837209	0.4823529411764706	0.0	0.20930232558139536	0.15294117647058825	0.23529411764705882	0.6511627906976745	0.5058823529411764	0.11764705882352941	0.16279069767441862	0.1411764705882353	0.5294117647058824	0.627906976744186	0.5411764705882353	0.23255813953488372	0.6511627906976745	0.18823529411764706	0.6
10	17	43	85	False	0.17647058823529413	0.13953488372093023	0.17647058823529413	0.35294117647058826	0.46511627906976744	0.4470588235294118	0.11764705882352941	0.13953488372093023	0.18823529411764706	0.47058823529411764	0.627906976744186	0.6	0.17647058823529413	0.13953488372093023	0.16470588235294117	0.5882352941176471	0.46511627906976744	0.4823529411764706	0.058823529411764705	0.09302325581395349	0.15294117647058825	0.4117647058823529	0.5116279069767442	0.5058823529411764	0.17647058823529413	0.13953488372093023	0.1411764705882353	0.6470588235294118	0.5813953488372093	0.5411764705882353	0.13953488372093023	0.627906976744186	0.18823529411764706	0.6
