seed	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
11	26	63	126	False	0.3076923076923077	0.19047619047619047	0.20634920634920634	0.5384615384615384	0.31746031746031744	0.3888888888888889	0.15384615384615385	0.09523809523809523	0.0873015873015873	0.46153846153846156	0.2857142857142857	0.29365079365079366	0.34615384615384615	0.42857142857142855	0.40476190476190477	0.5384615384615384	0.5396825396825397	0.5555555555555556	0.42857142857142855	0.5396825396825397	0.40476190476190477	0.5555555555555556
12	26	63	126	False	0.19230769230769232	0.20634920634920634	0.20634920634920634	0.38461538461538464	0.4444444444444444	0.3888888888888889	0.07692307692307693	0.09523809523809523	0.0873015873015873	0.38461538461538464	0.30158730158730157	0.29365079365079366	0.46153846153846156	0.4444444444444444	0.40476190476190477	0.5769230769230769	0.6031746031746031	0.5555555555555556	0.4444444444444444	0.6031746031746031	0.40476190476190477	0.5555555555555556
13	26	63	126	False	0.2692307692307692	0.20634920634920634	0.20634920634920634	0.34615384615384615	0.3492063492063492	0.3888888888888889	0.038461538461538464	0.1111111111111111	0.0873015873015873	0.19230769230769232	0.31746031746031744	0.29365079365079366	0.4230769230769231	0.4126984126984127	0.40476190476190477	0.6153846153846154	0.5873015873015873	0.5555555555555556	0.4126984126984127	0.5873015873015873	0.40476190476190477	0.5555555555555556
14	26	63	126	False	0.11538461538461539	0.2222222222222222	0.20634920634920634	0.19230769230769232	0.42857142857142855	0.3888888888888889	0.07692307692307693	0.12698412698412698	0.0873015873015873	0.23076923076923078	0.36507936507936506	0.29365079365079366	0.46153846153846156	0.36507936507936506	0.40476190476190477	0.5769230769230769	0.47619047619047616	0.5555555555555556	0.36507936507936506	0.47619047619047616	0.40476190476190477	0.5555555555555556
15	26	63	126	False	0.11538461538461539	0.2698412698412698	0.20634920634920634	0.34615384615384615	0.4126984126984127	0.3888888888888889	0.11538461538461539	0.031746031746031744	0.0873015873015873	0.2692307692307692	0.23809523809523808	0.29365079365079366	0.46153846153846156	0.42857142857142855	0.40476190476190477	0.7692307692307693	0.5079365079365079	0.5555555555555556	0.42857142857142855	0.5079365079365079	0.40476190476190477	0.5555555555555556
16	26	63	126	False	0.19230769230769232	0.2222222222222222	0.20634920634920634	0.6153846153846154	0.2698412698412698	0.3888888888888889	0.038461538461538464	0.1111111111111111	0.0873015873015873	0.3076923076923077	0.25396825396825395	0.29365079365079366	0.38461538461538464	0.4444444444444444	0.40476190476190477	0.6538461538461539	0.5873015873015873	0.5555555555555556	0.4444444444444444	0.5873015873015873	0.40476190476190477	0.5555555555555556
17	26	63	126	False	0.038461538461538464	0.2857142857142857	0.20634920634920634	0.3076923076923077	0.3968253968253968	0.3888888888888889	0.11538461538461539	0.07936507936507936	0.0873015873015873	0.23076923076923078	0.2698412698412698	0.29365079365079366	0.34615384615384615	0.3492063492063492	0.40476190476190477	0.5	0.5396825396825397	0.5555555555555556	0.3492063492063492	0.5396825396825397	0.40476190476190477	0.5555555555555556
18	26	63	126	False	0.19230769230769232	0.19047619047619047	0.20634920634920634	0.46153846153846156	0.36507936507936506	0.3888888888888889	0.07692307692307693	0.031746031746031744	0.0873015873015873	0.2692307692307692	0.25396825396825395	0.29365079365079366	0.4230769230769231	0.3333333333333333	0.40476190476190477	0.6538461538461539	0.4603174603174603	0.5555555555555556	0.3333333333333333	0.4603174603174603	0.40476190476190477	0.5555555555555556
19	26	63	126	False	0.3076923076923077	0.2222222222222222	0.20634920634920634	0.2692307692307692	0.3968253968253968	0.3888888888888889	0.07692307692307693	0.09523809523809523	0.0873015873015873	0.19230769230769232	0.30158730158730157	0.29365079365079366	0.3076923076923077	0.49206349206349204	0.40476190476190477	0.46153846153846156	0.6190476190476191	0.5555555555555556	0.49206349206349204	0.6190476190476191	0.40476190476190477	0.5555555555555556
20	26	63	126	False	0.34615384615384615	0.15873015873015872	0.20634920634920634	0.46153846153846156	0.3333333333333333	0.3888888888888889	0.07692307692307693	0.1111111111111111	0.0873015873015873	0.2692307692307692	0.2857142857142857	0.29365079365079366	0.4230769230769231	0.4126984126984127	0.40476190476190477	0.5384615384615384	0.5555555555555556	0.5555555555555556	0.4126984126984127	0.5555555555555556	0.40476190476190477	0.5555555555555556
