seed	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	63	126	False													0.5769230769230769	0.47619047619047616	0.5079365079365079	0.6923076923076923	0.6507936507936508	0.6587301587301587	0.47619047619047616	0.6507936507936508	0.5079365079365079	0.6587301587301587
2	26	63	126	False													0.5769230769230769	0.49206349206349204	0.5079365079365079	0.8076923076923077	0.6349206349206349	0.6587301587301587	0.49206349206349204	0.6349206349206349	0.5079365079365079	0.6587301587301587
3	26	63	126	False													0.5384615384615384	0.49206349206349204	0.5079365079365079	0.7307692307692307	0.6031746031746031	0.6587301587301587	0.49206349206349204	0.6031746031746031	0.5079365079365079	0.6587301587301587
4	26	63	126	False													0.6153846153846154	0.5079365079365079	0.5079365079365079	0.8076923076923077	0.6349206349206349	0.6587301587301587	0.5079365079365079	0.6349206349206349	0.5079365079365079	0.6587301587301587
5	26	63	126	False													0.5	0.47619047619047616	0.5079365079365079	0.6153846153846154	0.6825396825396826	0.6587301587301587	0.47619047619047616	0.6825396825396826	0.5079365079365079	0.6587301587301587
6	26	63	126	False													0.46153846153846156	0.5873015873015873	0.5079365079365079	0.5384615384615384	0.7301587301587301	0.6587301587301587	0.5873015873015873	0.7301587301587301	0.5079365079365079	0.6587301587301587
7	26	63	126	False													0.6153846153846154	0.5396825396825397	0.5079365079365079	0.7692307692307693	0.6825396825396826	0.6587301587301587	0.5396825396825397	0.6825396825396826	0.5079365079365079	0.6587301587301587
8	26	63	126	False													0.6153846153846154	0.49206349206349204	0.5079365079365079	0.7692307692307693	0.6349206349206349	0.6587301587301587	0.49206349206349204	0.6349206349206349	0.5079365079365079	0.6587301587301587
9	26	63	126	False													0.5	0.5238095238095238	0.5079365079365079	0.6538461538461539	0.6984126984126984	0.6587301587301587	0.5238095238095238	0.6984126984126984	0.5079365079365079	0.6587301587301587
10	26	63	126	False													0.38461538461538464	0.5555555555555556	0.5079365079365079	0.5384615384615384	0.6984126984126984	0.6587301587301587	0.5555555555555556	0.6984126984126984	0.5079365079365079	0.6587301587301587
11	26	63	126	False													0.4230769230769231	0.49206349206349204	0.5079365079365079	0.6923076923076923	0.6031746031746031	0.6587301587301587	0.49206349206349204	0.6031746031746031	0.5079365079365079	0.6587301587301587
12	26	63	126	False													0.5	0.47619047619047616	0.5079365079365079	0.5384615384615384	0.7142857142857143	0.6587301587301587	0.47619047619047616	0.7142857142857143	0.5079365079365079	0.6587301587301587
13	26	63	126	False													0.46153846153846156	0.49206349206349204	0.5079365079365079	0.6153846153846154	0.6507936507936508	0.6587301587301587	0.49206349206349204	0.6507936507936508	0.5079365079365079	0.6587301587301587
14	26	63	126	False													0.3076923076923077	0.5238095238095238	0.5079365079365079	0.46153846153846156	0.7142857142857143	0.6587301587301587	0.5238095238095238	0.7142857142857143	0.5079365079365079	0.6587301587301587
15	26	63	126	False													0.5384615384615384	0.5238095238095238	0.5079365079365079	0.7307692307692307	0.6031746031746031	0.6587301587301587	0.5238095238095238	0.6031746031746031	0.5079365079365079	0.6587301587301587
16	26	63	126	False													0.5	0.5555555555555556	0.5079365079365079	0.8076923076923077	0.6031746031746031	0.6587301587301587	0.5555555555555556	0.6031746031746031	0.5079365079365079	0.6587301587301587
17	26	63	126	False													0.38461538461538464	0.5396825396825397	0.5079365079365079	0.6153846153846154	0.6507936507936508	0.6587301587301587	0.5396825396825397	0.6507936507936508	0.5079365079365079	0.6587301587301587
18	26	63	126	False													0.46153846153846156	0.5396825396825397	0.5079365079365079	0.6538461538461539	0.6507936507936508	0.6587301587301587	0.5396825396825397	0.6507936507936508	0.5079365079365079	0.6587301587301587
19	26	63	126	False													0.5769230769230769	0.5396825396825397	0.5079365079365079	0.6153846153846154	0.6984126984126984	0.6587301587301587	0.5396825396825397	0.6984126984126984	0.5079365079365079	0.6587301587301587
20	26	63	126	False													0.5769230769230769	0.5079365079365079	0.5079365079365079	0.7692307692307693	0.6349206349206349	0.6587301587301587	0.5079365079365079	0.6349206349206349	0.5079365079365079	0.6587301587301587
