seed	n_val	n_test	n_full	gt_in_prompt	stepfinder-alg.s42_step@1_val	stepfinder-alg.s42_step@1_test	stepfinder-alg.s42_step@1_full	stepfinder-alg.s42_agent@1_val	stepfinder-alg.s42_agent@1_test	stepfinder-alg.s42_agent@1_full	stepfinder-alg.s43_step@1_val	stepfinder-alg.s43_step@1_test	stepfinder-alg.s43_step@1_full	stepfinder-alg.s43_agent@1_val	stepfinder-alg.s43_agent@1_test	stepfinder-alg.s43_agent@1_full	stepfinder-alg.s44_step@1_val	stepfinder-alg.s44_step@1_test	stepfinder-alg.s44_step@1_full	stepfinder-alg.s44_agent@1_val	stepfinder-alg.s44_agent@1_test	stepfinder-alg.s44_agent@1_full	stepfinder-alg.s45_step@1_val	stepfinder-alg.s45_step@1_test	stepfinder-alg.s45_step@1_full	stepfinder-alg.s45_agent@1_val	stepfinder-alg.s45_agent@1_test	stepfinder-alg.s45_agent@1_full	stepfinder-alg.s46_step@1_val	stepfinder-alg.s46_step@1_test	stepfinder-alg.s46_step@1_full	stepfinder-alg.s46_agent@1_val	stepfinder-alg.s46_agent@1_test	stepfinder-alg.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
1	26	64	127	False	0.15384615384615385	0.140625	0.14960629921259844	0.7307692307692307	0.8125	0.7480314960629921	0.038461538461538464	0.046875	0.031496062992125984	0.34615384615384615	0.390625	0.36220472440944884	0.07692307692307693	0.015625	0.031496062992125984	0.34615384615384615	0.109375	0.1732283464566929	0.07692307692307693	0.03125	0.03937007874015748	0.34615384615384615	0.203125	0.2204724409448819	0.038461538461538464	0.046875	0.047244094488188976	0.19230769230769232	0.09375	0.13385826771653545	0.140625	0.8125	0.14960629921259844	0.7480314960629921
2	26	64	127	False	0.2692307692307692	0.109375	0.14960629921259844	0.8076923076923077	0.703125	0.7480314960629921	0.07692307692307693	0.0	0.031496062992125984	0.46153846153846156	0.28125	0.36220472440944884	0.11538461538461539	0.015625	0.031496062992125984	0.23076923076923078	0.1875	0.1732283464566929	0.11538461538461539	0.015625	0.03937007874015748	0.23076923076923078	0.21875	0.2204724409448819	0.038461538461538464	0.03125	0.047244094488188976	0.15384615384615385	0.140625	0.13385826771653545	0.109375	0.703125	0.14960629921259844	0.7480314960629921
3	26	64	127	False	0.19230769230769232	0.125	0.14960629921259844	0.8076923076923077	0.796875	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.4230769230769231	0.375	0.36220472440944884	0.0	0.046875	0.031496062992125984	0.15384615384615385	0.171875	0.1732283464566929	0.0	0.046875	0.03937007874015748	0.11538461538461539	0.203125	0.2204724409448819	0.038461538461538464	0.015625	0.047244094488188976	0.07692307692307693	0.109375	0.13385826771653545	0.125	0.796875	0.14960629921259844	0.7480314960629921
4	26	64	127	False	0.15384615384615385	0.1875	0.14960629921259844	0.7307692307692307	0.8125	0.7480314960629921	0.038461538461538464	0.046875	0.031496062992125984	0.4230769230769231	0.390625	0.36220472440944884	0.0	0.03125	0.031496062992125984	0.07692307692307693	0.203125	0.1732283464566929	0.0	0.046875	0.03937007874015748	0.19230769230769232	0.25	0.2204724409448819	0.0	0.03125	0.047244094488188976	0.038461538461538464	0.125	0.13385826771653545	0.1875	0.8125	0.14960629921259844	0.7480314960629921
5	26	64	127	False	0.11538461538461539	0.140625	0.14960629921259844	0.8461538461538461	0.734375	0.7480314960629921	0.0	0.03125	0.031496062992125984	0.4230769230769231	0.3125	0.36220472440944884	0.0	0.046875	0.031496062992125984	0.11538461538461539	0.21875	0.1732283464566929	0.0	0.0625	0.03937007874015748	0.15384615384615385	0.25	0.2204724409448819	0.0	0.0625	0.047244094488188976	0.07692307692307693	0.15625	0.13385826771653545	0.140625	0.734375	0.14960629921259844	0.7480314960629921
6	26	64	127	False	0.23076923076923078	0.109375	0.14960629921259844	0.7307692307692307	0.78125	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.34615384615384615	0.421875	0.36220472440944884	0.0	0.046875	0.031496062992125984	0.07692307692307693	0.234375	0.1732283464566929	0.0	0.0625	0.03937007874015748	0.15384615384615385	0.296875	0.2204724409448819	0.07692307692307693	0.03125	0.047244094488188976	0.11538461538461539	0.15625	0.13385826771653545	0.109375	0.78125	0.14960629921259844	0.7480314960629921
7	26	64	127	False	0.23076923076923078	0.09375	0.14960629921259844	0.7692307692307693	0.71875	0.7480314960629921	0.038461538461538464	0.046875	0.031496062992125984	0.3076923076923077	0.421875	0.36220472440944884	0.07692307692307693	0.015625	0.031496062992125984	0.19230769230769232	0.15625	0.1732283464566929	0.11538461538461539	0.015625	0.03937007874015748	0.19230769230769232	0.1875	0.2204724409448819	0.038461538461538464	0.03125	0.047244094488188976	0.11538461538461539	0.09375	0.13385826771653545	0.09375	0.71875	0.14960629921259844	0.7480314960629921
8	26	64	127	False	0.11538461538461539	0.15625	0.14960629921259844	0.6923076923076923	0.828125	0.7480314960629921	0.038461538461538464	0.015625	0.031496062992125984	0.46153846153846156	0.390625	0.36220472440944884	0.0	0.046875	0.031496062992125984	0.15384615384615385	0.203125	0.1732283464566929	0.0	0.046875	0.03937007874015748	0.23076923076923078	0.28125	0.2204724409448819	0.0	0.0625	0.047244094488188976	0.038461538461538464	0.15625	0.13385826771653545	0.15625	0.828125	0.14960629921259844	0.7480314960629921
9	26	64	127	False	0.07692307692307693	0.15625	0.14960629921259844	0.7307692307692307	0.703125	0.7480314960629921	0.0	0.015625	0.031496062992125984	0.34615384615384615	0.328125	0.36220472440944884	0.038461538461538464	0.015625	0.031496062992125984	0.19230769230769232	0.15625	0.1732283464566929	0.038461538461538464	0.03125	0.03937007874015748	0.23076923076923078	0.1875	0.2204724409448819	0.038461538461538464	0.03125	0.047244094488188976	0.11538461538461539	0.109375	0.13385826771653545	0.15625	0.703125	0.14960629921259844	0.7480314960629921
10	26	64	127	False	0.19230769230769232	0.203125	0.14960629921259844	0.6538461538461539	0.78125	0.7480314960629921	0.0	0.046875	0.031496062992125984	0.23076923076923078	0.4375	0.36220472440944884	0.038461538461538464	0.046875	0.031496062992125984	0.07692307692307693	0.21875	0.1732283464566929	0.038461538461538464	0.0625	0.03937007874015748	0.15384615384615385	0.25	0.2204724409448819	0.0	0.046875	0.047244094488188976	0.07692307692307693	0.15625	0.13385826771653545	0.203125	0.78125	0.14960629921259844	0.7480314960629921
11	26	64	127	False	0.07692307692307693	0.171875	0.14960629921259844	0.8461538461538461	0.703125	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.3076923076923077	0.4375	0.36220472440944884	0.0	0.046875	0.031496062992125984	0.11538461538461539	0.203125	0.1732283464566929	0.0	0.03125	0.03937007874015748	0.15384615384615385	0.203125	0.2204724409448819	0.0	0.046875	0.047244094488188976	0.11538461538461539	0.15625	0.13385826771653545	0.171875	0.703125	0.14960629921259844	0.7480314960629921
12	26	64	127	False	0.15384615384615385	0.125	0.14960629921259844	0.7307692307692307	0.734375	0.7480314960629921	0.038461538461538464	0.0	0.031496062992125984	0.34615384615384615	0.359375	0.36220472440944884	0.038461538461538464	0.03125	0.031496062992125984	0.11538461538461539	0.21875	0.1732283464566929	0.038461538461538464	0.03125	0.03937007874015748	0.07692307692307693	0.28125	0.2204724409448819	0.0	0.0625	0.047244094488188976	0.11538461538461539	0.140625	0.13385826771653545	0.125	0.734375	0.14960629921259844	0.7480314960629921
13	26	64	127	False	0.11538461538461539	0.125	0.14960629921259844	0.7307692307692307	0.765625	0.7480314960629921	0.11538461538461539	0.0	0.031496062992125984	0.4230769230769231	0.375	0.36220472440944884	0.038461538461538464	0.03125	0.031496062992125984	0.11538461538461539	0.171875	0.1732283464566929	0.038461538461538464	0.0625	0.03937007874015748	0.2692307692307692	0.203125	0.2204724409448819	0.07692307692307693	0.03125	0.047244094488188976	0.11538461538461539	0.125	0.13385826771653545	0.125	0.765625	0.14960629921259844	0.7480314960629921
14	26	64	127	False	0.07692307692307693	0.21875	0.14960629921259844	0.8461538461538461	0.765625	0.7480314960629921	0.0	0.0625	0.031496062992125984	0.4230769230769231	0.375	0.36220472440944884	0.038461538461538464	0.03125	0.031496062992125984	0.2692307692307692	0.171875	0.1732283464566929	0.0	0.0625	0.03937007874015748	0.19230769230769232	0.265625	0.2204724409448819	0.038461538461538464	0.0625	0.047244094488188976	0.07692307692307693	0.171875	0.13385826771653545	0.21875	0.765625	0.14960629921259844	0.7480314960629921
15	26	64	127	False	0.11538461538461539	0.171875	0.14960629921259844	0.7692307692307693	0.75	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.4230769230769231	0.390625	0.36220472440944884	0.07692307692307693	0.015625	0.031496062992125984	0.19230769230769232	0.203125	0.1732283464566929	0.07692307692307693	0.03125	0.03937007874015748	0.3076923076923077	0.203125	0.2204724409448819	0.038461538461538464	0.0625	0.047244094488188976	0.19230769230769232	0.125	0.13385826771653545	0.171875	0.75	0.14960629921259844	0.7480314960629921
16	26	64	127	False	0.11538461538461539	0.15625	0.14960629921259844	0.6923076923076923	0.75	0.7480314960629921	0.0	0.03125	0.031496062992125984	0.3076923076923077	0.34375	0.36220472440944884	0.038461538461538464	0.03125	0.031496062992125984	0.15384615384615385	0.15625	0.1732283464566929	0.0	0.0625	0.03937007874015748	0.15384615384615385	0.1875	0.2204724409448819	0.038461538461538464	0.046875	0.047244094488188976	0.11538461538461539	0.140625	0.13385826771653545	0.15625	0.75	0.14960629921259844	0.7480314960629921
17	26	64	127	False	0.15384615384615385	0.125	0.14960629921259844	0.5769230769230769	0.796875	0.7480314960629921	0.0	0.046875	0.031496062992125984	0.3076923076923077	0.34375	0.36220472440944884	0.11538461538461539	0.015625	0.031496062992125984	0.19230769230769232	0.171875	0.1732283464566929	0.07692307692307693	0.03125	0.03937007874015748	0.23076923076923078	0.203125	0.2204724409448819	0.038461538461538464	0.03125	0.047244094488188976	0.19230769230769232	0.09375	0.13385826771653545	0.125	0.796875	0.14960629921259844	0.7480314960629921
18	26	64	127	False	0.15384615384615385	0.1875	0.14960629921259844	0.7692307692307693	0.765625	0.7480314960629921	0.07692307692307693	0.03125	0.031496062992125984	0.5	0.328125	0.36220472440944884	0.07692307692307693	0.03125	0.031496062992125984	0.15384615384615385	0.171875	0.1732283464566929	0.038461538461538464	0.0625	0.03937007874015748	0.19230769230769232	0.25	0.2204724409448819	0.07692307692307693	0.03125	0.047244094488188976	0.23076923076923078	0.078125	0.13385826771653545	0.1875	0.765625	0.14960629921259844	0.7480314960629921
19	26	64	127	False	0.11538461538461539	0.203125	0.14960629921259844	0.7307692307692307	0.734375	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.34615384615384615	0.40625	0.36220472440944884	0.0	0.03125	0.031496062992125984	0.15384615384615385	0.125	0.1732283464566929	0.0	0.03125	0.03937007874015748	0.2692307692307692	0.15625	0.2204724409448819	0.038461538461538464	0.03125	0.047244094488188976	0.07692307692307693	0.109375	0.13385826771653545	0.203125	0.734375	0.14960629921259844	0.7480314960629921
20	26	64	127	False	0.11538461538461539	0.171875	0.14960629921259844	0.8076923076923077	0.734375	0.7480314960629921	0.038461538461538464	0.03125	0.031496062992125984	0.4230769230769231	0.296875	0.36220472440944884	0.0	0.0625	0.031496062992125984	0.19230769230769232	0.1875	0.1732283464566929	0.038461538461538464	0.0625	0.03937007874015748	0.19230769230769232	0.21875	0.2204724409448819	0.0	0.0625	0.047244094488188976	0.0	0.203125	0.13385826771653545	0.171875	0.734375	0.14960629921259844	0.7480314960629921
