seed	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
11	18	46	91	False	0.05555555555555555	0.08695652173913043	0.08791208791208792	0.6111111111111112	0.6739130434782609	0.6703296703296703	0.0	0.10869565217391304	0.06593406593406594	0.7777777777777778	0.6956521739130435	0.6813186813186813	0.1111111111111111	0.2826086956521739	0.2087912087912088	0.5555555555555556	0.6956521739130435	0.6703296703296703	0.2826086956521739	0.6956521739130435	0.2087912087912088	0.6813186813186813
12	18	46	91	False	0.1111111111111111	0.13043478260869565	0.08791208791208792	0.7777777777777778	0.6086956521739131	0.6703296703296703	0.05555555555555555	0.06521739130434782	0.06593406593406594	0.6666666666666666	0.7391304347826086	0.6813186813186813	0.2777777777777778	0.15217391304347827	0.2087912087912088	0.8333333333333334	0.6086956521739131	0.6703296703296703	0.15217391304347827	0.7391304347826086	0.2087912087912088	0.6813186813186813
13	18	46	91	False	0.1111111111111111	0.043478260869565216	0.08791208791208792	0.8888888888888888	0.6739130434782609	0.6703296703296703	0.0	0.06521739130434782	0.06593406593406594	0.7777777777777778	0.6521739130434783	0.6813186813186813	0.2222222222222222	0.1956521739130435	0.2087912087912088	0.8888888888888888	0.6521739130434783	0.6703296703296703	0.1956521739130435	0.6739130434782609	0.2087912087912088	0.6813186813186813
14	18	46	91	False	0.2222222222222222	0.08695652173913043	0.08791208791208792	0.6666666666666666	0.6521739130434783	0.6703296703296703	0.05555555555555555	0.043478260869565216	0.06593406593406594	0.8333333333333334	0.5869565217391305	0.6813186813186813	0.2222222222222222	0.15217391304347827	0.2087912087912088	0.7222222222222222	0.6521739130434783	0.6703296703296703	0.15217391304347827	0.6521739130434783	0.2087912087912088	0.6813186813186813
15	18	46	91	False	0.0	0.10869565217391304	0.08791208791208792	0.6111111111111112	0.6739130434782609	0.6703296703296703	0.1111111111111111	0.06521739130434782	0.06593406593406594	0.6111111111111112	0.6304347826086957	0.6813186813186813	0.16666666666666666	0.1956521739130435	0.2087912087912088	0.5	0.6739130434782609	0.6703296703296703	0.1956521739130435	0.6739130434782609	0.2087912087912088	0.6813186813186813
16	18	46	91	False	0.05555555555555555	0.08695652173913043	0.08791208791208792	0.7222222222222222	0.6956521739130435	0.6703296703296703	0.05555555555555555	0.06521739130434782	0.06593406593406594	0.6666666666666666	0.6521739130434783	0.6813186813186813	0.05555555555555555	0.21739130434782608	0.2087912087912088	0.6666666666666666	0.717391304347826	0.6703296703296703	0.21739130434782608	0.717391304347826	0.2087912087912088	0.6813186813186813
17	18	46	91	False	0.0	0.13043478260869565	0.08791208791208792	0.6666666666666666	0.6739130434782609	0.6703296703296703	0.0	0.06521739130434782	0.06593406593406594	0.6666666666666666	0.6739130434782609	0.6813186813186813	0.16666666666666666	0.1956521739130435	0.2087912087912088	0.6111111111111112	0.6956521739130435	0.6703296703296703	0.1956521739130435	0.6956521739130435	0.2087912087912088	0.6813186813186813
18	18	46	91	False	0.1111111111111111	0.10869565217391304	0.08791208791208792	0.7777777777777778	0.6739130434782609	0.6703296703296703	0.05555555555555555	0.08695652173913043	0.06593406593406594	0.8888888888888888	0.6304347826086957	0.6813186813186813	0.16666666666666666	0.21739130434782608	0.2087912087912088	0.7777777777777778	0.6521739130434783	0.6703296703296703	0.21739130434782608	0.6739130434782609	0.2087912087912088	0.6813186813186813
19	18	46	91	False	0.16666666666666666	0.08695652173913043	0.08791208791208792	0.5555555555555556	0.7391304347826086	0.6703296703296703	0.0	0.10869565217391304	0.06593406593406594	0.5	0.8043478260869565	0.6813186813186813	0.3333333333333333	0.13043478260869565	0.2087912087912088	0.5555555555555556	0.6521739130434783	0.6703296703296703	0.13043478260869565	0.8043478260869565	0.2087912087912088	0.6813186813186813
20	18	46	91	False	0.05555555555555555	0.13043478260869565	0.08791208791208792	0.7222222222222222	0.6304347826086957	0.6703296703296703	0.05555555555555555	0.10869565217391304	0.06593406593406594	0.6666666666666666	0.717391304347826	0.6813186813186813	0.2777777777777778	0.21739130434782608	0.2087912087912088	0.7222222222222222	0.6086956521739131	0.6703296703296703	0.21739130434782608	0.717391304347826	0.2087912087912088	0.6813186813186813
