seed	n_val	n_test	n_full	gt_in_prompt	errorprobe_step@1_val	errorprobe_step@1_test	errorprobe_step@1_full	errorprobe_agent@1_val	errorprobe_agent@1_test	errorprobe_agent@1_full	errorprobe_bt_step@1_val	errorprobe_bt_step@1_test	errorprobe_bt_step@1_full	errorprobe_bt_agent@1_val	errorprobe_bt_agent@1_test	errorprobe_bt_agent@1_full	errorprobe_paper_step@1_val	errorprobe_paper_step@1_test	errorprobe_paper_step@1_full	errorprobe_paper_agent@1_val	errorprobe_paper_agent@1_test	errorprobe_paper_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
11	26	64	127	False	0.0	0.125	0.08661417322834646	0.6923076923076923	0.65625	0.6850393700787402	0.0	0.0625	0.05511811023622047	0.3076923076923077	0.5	0.4015748031496063	0.11538461538461539	0.078125	0.08661417322834646	0.7692307692307693	0.71875	0.7322834645669292	0.125	0.71875	0.08661417322834646	0.7322834645669292
12	26	64	127	False	0.15384615384615385	0.109375	0.08661417322834646	0.6538461538461539	0.71875	0.6850393700787402	0.038461538461538464	0.09375	0.05511811023622047	0.4230769230769231	0.390625	0.4015748031496063	0.11538461538461539	0.0625	0.08661417322834646	0.8461538461538461	0.703125	0.7322834645669292	0.109375	0.71875	0.08661417322834646	0.7322834645669292
13	26	64	127	False	0.038461538461538464	0.09375	0.08661417322834646	0.7307692307692307	0.671875	0.6850393700787402	0.07692307692307693	0.03125	0.05511811023622047	0.38461538461538464	0.390625	0.4015748031496063	0.11538461538461539	0.078125	0.08661417322834646	0.7307692307692307	0.75	0.7322834645669292	0.09375	0.75	0.08661417322834646	0.7322834645669292
14	26	64	127	False	0.11538461538461539	0.09375	0.08661417322834646	0.7307692307692307	0.703125	0.6850393700787402	0.038461538461538464	0.078125	0.05511811023622047	0.5384615384615384	0.40625	0.4015748031496063	0.11538461538461539	0.046875	0.08661417322834646	0.8846153846153846	0.75	0.7322834645669292	0.09375	0.75	0.08661417322834646	0.7322834645669292
15	26	64	127	False	0.07692307692307693	0.0625	0.08661417322834646	0.6538461538461539	0.703125	0.6850393700787402	0.038461538461538464	0.0625	0.05511811023622047	0.34615384615384615	0.421875	0.4015748031496063	0.07692307692307693	0.078125	0.08661417322834646	0.7692307692307693	0.703125	0.7322834645669292	0.078125	0.703125	0.08661417322834646	0.7322834645669292
16	26	64	127	False	0.038461538461538464	0.09375	0.08661417322834646	0.5769230769230769	0.734375	0.6850393700787402	0.038461538461538464	0.0625	0.05511811023622047	0.46153846153846156	0.40625	0.4015748031496063	0.0	0.125	0.08661417322834646	0.6923076923076923	0.703125	0.7322834645669292	0.125	0.734375	0.08661417322834646	0.7322834645669292
17	26	64	127	False	0.15384615384615385	0.078125	0.08661417322834646	0.6923076923076923	0.71875	0.6850393700787402	0.038461538461538464	0.078125	0.05511811023622047	0.38461538461538464	0.390625	0.4015748031496063	0.15384615384615385	0.0625	0.08661417322834646	0.5769230769230769	0.796875	0.7322834645669292	0.078125	0.796875	0.08661417322834646	0.7322834645669292
18	26	64	127	False	0.11538461538461539	0.078125	0.08661417322834646	0.7307692307692307	0.65625	0.6850393700787402	0.038461538461538464	0.0625	0.05511811023622047	0.4230769230769231	0.328125	0.4015748031496063	0.11538461538461539	0.078125	0.08661417322834646	0.7692307692307693	0.6875	0.7322834645669292	0.078125	0.6875	0.08661417322834646	0.7322834645669292
19	26	64	127	False	0.07692307692307693	0.125	0.08661417322834646	0.6538461538461539	0.71875	0.6850393700787402	0.0	0.078125	0.05511811023622047	0.34615384615384615	0.453125	0.4015748031496063	0.15384615384615385	0.078125	0.08661417322834646	0.8461538461538461	0.734375	0.7322834645669292	0.125	0.734375	0.08661417322834646	0.7322834645669292
20	26	64	127	False	0.11538461538461539	0.078125	0.08661417322834646	0.7692307692307693	0.65625	0.6850393700787402	0.0	0.078125	0.05511811023622047	0.3076923076923077	0.421875	0.4015748031496063	0.19230769230769232	0.046875	0.08661417322834646	0.8076923076923077	0.71875	0.7322834645669292	0.078125	0.71875	0.08661417322834646	0.7322834645669292
