seed	n_val	n_test	n_full	gt_in_prompt	all_at_once_step@1_val	all_at_once_step@1_test	all_at_once_step@1_full	all_at_once_agent@1_val	all_at_once_agent@1_test	all_at_once_agent@1_full	step_by_step_step@1_val	step_by_step_step@1_test	step_by_step_step@1_full	step_by_step_agent@1_val	step_by_step_agent@1_test	step_by_step_agent@1_full	binary_search_step@1_val	binary_search_step@1_test	binary_search_step@1_full	binary_search_agent@1_val	binary_search_agent@1_test	binary_search_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
11	17	43	85	False	0.11764705882352941	0.16279069767441862	0.11764705882352941	0.6470588235294118	0.6976744186046512	0.6823529411764706	0.17647058823529413	0.16279069767441862	0.16470588235294117	0.5882352941176471	0.4883720930232558	0.5058823529411764	0.0	0.13953488372093023	0.09411764705882353	0.17647058823529413	0.2558139534883721	0.21176470588235294	0.16279069767441862	0.6976744186046512	0.16470588235294117	0.6823529411764706
12	17	43	85	False	0.17647058823529413	0.11627906976744186	0.11764705882352941	0.7647058823529411	0.6511627906976745	0.6823529411764706	0.29411764705882354	0.06976744186046512	0.16470588235294117	0.5294117647058824	0.4883720930232558	0.5058823529411764	0.11764705882352941	0.09302325581395349	0.09411764705882353	0.23529411764705882	0.2558139534883721	0.21176470588235294	0.11627906976744186	0.6511627906976745	0.16470588235294117	0.6823529411764706
13	17	43	85	False	0.17647058823529413	0.06976744186046512	0.11764705882352941	0.8823529411764706	0.7441860465116279	0.6823529411764706	0.29411764705882354	0.11627906976744186	0.16470588235294117	0.7058823529411765	0.4883720930232558	0.5058823529411764	0.11764705882352941	0.046511627906976744	0.09411764705882353	0.23529411764705882	0.16279069767441862	0.21176470588235294	0.11627906976744186	0.7441860465116279	0.16470588235294117	0.6823529411764706
14	17	43	85	False	0.0	0.13953488372093023	0.11764705882352941	0.5882352941176471	0.7441860465116279	0.6823529411764706	0.17647058823529413	0.16279069767441862	0.16470588235294117	0.47058823529411764	0.5116279069767442	0.5058823529411764	0.0	0.16279069767441862	0.09411764705882353	0.11764705882352941	0.27906976744186046	0.21176470588235294	0.16279069767441862	0.7441860465116279	0.16470588235294117	0.6823529411764706
15	17	43	85	False	0.058823529411764705	0.11627906976744186	0.11764705882352941	0.7647058823529411	0.6744186046511628	0.6823529411764706	0.23529411764705882	0.18604651162790697	0.16470588235294117	0.6470588235294118	0.5116279069767442	0.5058823529411764	0.11764705882352941	0.11627906976744186	0.09411764705882353	0.11764705882352941	0.23255813953488372	0.21176470588235294	0.18604651162790697	0.6744186046511628	0.16470588235294117	0.6823529411764706
16	17	43	85	False	0.058823529411764705	0.09302325581395349	0.11764705882352941	0.7058823529411765	0.6046511627906976	0.6823529411764706	0.058823529411764705	0.16279069767441862	0.16470588235294117	0.35294117647058826	0.4883720930232558	0.5058823529411764	0.11764705882352941	0.09302325581395349	0.09411764705882353	0.17647058823529413	0.20930232558139536	0.21176470588235294	0.16279069767441862	0.6046511627906976	0.16470588235294117	0.6823529411764706
17	17	43	85	False	0.17647058823529413	0.13953488372093023	0.11764705882352941	0.7058823529411765	0.7441860465116279	0.6823529411764706	0.29411764705882354	0.06976744186046512	0.16470588235294117	0.5294117647058824	0.4883720930232558	0.5058823529411764	0.11764705882352941	0.09302325581395349	0.09411764705882353	0.29411764705882354	0.23255813953488372	0.21176470588235294	0.13953488372093023	0.7441860465116279	0.16470588235294117	0.6823529411764706
18	17	43	85	False	0.11764705882352941	0.046511627906976744	0.11764705882352941	0.47058823529411764	0.7209302325581395	0.6823529411764706	0.17647058823529413	0.18604651162790697	0.16470588235294117	0.29411764705882354	0.5813953488372093	0.5058823529411764	0.11764705882352941	0.09302325581395349	0.09411764705882353	0.35294117647058826	0.18604651162790697	0.21176470588235294	0.18604651162790697	0.7209302325581395	0.16470588235294117	0.6823529411764706
19	17	43	85	False	0.23529411764705882	0.09302325581395349	0.11764705882352941	0.7058823529411765	0.5813953488372093	0.6823529411764706	0.23529411764705882	0.11627906976744186	0.16470588235294117	0.5882352941176471	0.4418604651162791	0.5058823529411764	0.058823529411764705	0.11627906976744186	0.09411764705882353	0.17647058823529413	0.27906976744186046	0.21176470588235294	0.11627906976744186	0.5813953488372093	0.16470588235294117	0.6823529411764706
20	17	43	85	False	0.11764705882352941	0.09302325581395349	0.11764705882352941	0.6470588235294118	0.6744186046511628	0.6823529411764706	0.058823529411764705	0.23255813953488372	0.16470588235294117	0.47058823529411764	0.46511627906976744	0.5058823529411764	0.0	0.13953488372093023	0.09411764705882353	0.23529411764705882	0.2558139534883721	0.21176470588235294	0.23255813953488372	0.6744186046511628	0.16470588235294117	0.6823529411764706
